SHAPE_AREA,US_ACT2021,DES_US2021,DES_ES2021,UNION,NOMBRE_PARQUE,DIRECCION,SECTOR,CATEGORIA,UBICACION,ACCESO,TIPOLOGIA
1241.95356477,EA,ESPACIO ABIERTO,PARQUE,"1015",,,,,,,
144.091453197,EA,ESPACIO ABIERTO,CAMELLON,"1016",,,,,,,
178.554266734,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1017",,,,,,,
151.893680671,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1018",,,,,,,
83580.7638721,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1019",,,,,,,
691.373199788,EA,ESPACIO ABIERTO,ROTONDA,"1020",,,,,,,
6986.28934698,EA,ESPACIO ABIERTO,PARQUE,"1021",,,,,,,
242.770753718,EA,ESPACIO ABIERTO,CAMELLON,"1022",,,,,,,
98.7953602044,EA,ESPACIO ABIERTO,CAMELLON,"1023",,,,,,,
101.055616226,EA,ESPACIO ABIERTO,CAMELLON,"1024",,,,,,,
92.8124596844,EA,ESPACIO ABIERTO,CAMELLON,"1025",,,,,,,
56.119440507,EA,ESPACIO ABIERTO,CAMELLON,"1026",,,,,,,
80.3196724117,EA,ESPACIO ABIERTO,CAMELLON,"1027",,,,,,,
1191.52406629,EA,ESPACIO ABIERTO,CAMELLON,"1028",,,,,,,
622.035563268,EA,ESPACIO ABIERTO,PARQUE,"1029",,,,,,,
294.84199351,EA,ESPACIO ABIERTO,CAMELLON,"1030",,,,,,,
283.815233037,EA,ESPACIO ABIERTO,CAMELLON,"1031",,,,,,,
197.002905359,EA,ESPACIO ABIERTO,CAMELLON,"1032",,,,,,,
240.517901845,EA,ESPACIO ABIERTO,CAMELLON,"1033",,,,,,,
306.563369631,EA,ESPACIO ABIERTO,CAMELLON,"1034",,,,,,,
1237.3626934,EA,ESPACIO ABIERTO,CAMELLON,"1035",,,,,,,
303.19721531,EA,ESPACIO ABIERTO,PARQUE,"1036",,,,,,,
372.886831623,EA,ESPACIO ABIERTO,PARQUE,"1037",,,,,,,
483.933167507,EA,ESPACIO ABIERTO,PARQUE,"1038",,,,,,,
42.6775237971,EA,ESPACIO ABIERTO,PARQUE,"1039",,,,,,,
144.338357333,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1040",,,,,,,
99.0114811532,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1041",,,,,,,
20.8554218591,EA,ESPACIO ABIERTO,CAMELLON,"1042",,,,,,,
150.622344956,EA,ESPACIO ABIERTO,CAMELLON,"1043",,,,,,,
237.626934388,EA,ESPACIO ABIERTO,CAMELLON,"1044",,,,,,,
457.526078893,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1045",,,,,,,
147.805093261,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1046",,,,,,,
753.410658738,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1047",,,,,,,
489.707842171,EA,ESPACIO ABIERTO,PARQUE,"1048",,,,,,,
54.5334371642,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1049",,,,,,,
44.5066236205,EA,ESPACIO ABIERTO,ROTONDA,"1050",,,,,,,
52.4818532287,EA,ESPACIO ABIERTO,ROTONDA,"1051",,,,,,,
0,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1052",,,,,,,
0,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1053",,,,,,,
456.739869779,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1054",,,,,,,
134.74788924,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1055",,,,,,,
358.613386294,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1056",,,,,,,
169.828718086,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1057",,,,,,,
13.4833720848,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1058",,,,,,,
1548.71216193,EA,ESPACIO ABIERTO,CAMELLON,"1059",,,,,,,
491.900534763,EA,ESPACIO ABIERTO,CAMELLON,"1060",,,,,,,
9.45527081021,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1061",,,,,,,
4051.6547943,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1062",PARQUE SAN EVARISTO,"COLONIA VILLAS DEL OBISPO , CALLE LANDON  Y SAN EVARISTO",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
1449.54592904,EA,ESPACIO ABIERTO,PARQUE,"1063",PARQUE EL POZO,"COLONIA SAN PEDRO 400, URANIO Y AZUFRE",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
5890.92491729,EA,ESPACIO ABIERTO,PARQUE,"1064",PARQUE VISTA DE LA MONTAÑA,"COLONIA SAN PEDRO 400 , PLATINO ORIENTE Y VIRGILIO CARDENAS",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
9042.75338128,EA,ESPACIO ABIERTO,PARQUE,"1065",ÁREA DEP. MANUEL J. CLOUTHIER (CORREGIDORA-CROMO),"SECTOR NORPONEINTE DE SAN PEDRO , CLOUTHIER / CORREGIDORA Y CROMO",K1,LINEAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
6976.72352827,EA,ESPACIO ABIERTO,PARQUE,"1066",ÁREA DEP. MANUEL J. CLOUTHIER (CORREGIDORA-CROMO),"SECTOR NORPONEINTE DE SAN PEDRO , CLOUTHIER / CORREGIDORA Y CROMO",K1,LINEAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
15203.5199386,EA,ESPACIO ABIERTO,PARQUE,"1067",PARQUE LA FUERZA,"COLONIA EL OBISPO , BELISARIO DOMINGUEZ Y MIGUEL ALEMAN",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
4962.57194272,EA,ESPACIO ABIERTO,PARQUE,"1068",LUCIO BLANCO 2° SECTOR. PARQUE LINEAL,"COLONIA LUCIO BLANCO , CALLE PLAN DEL RIO Y AV CORREGIDORA",K1,BARRIAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
1200.11955807,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1069",,,,,,,
109.086798892,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1070",,,,,,,
42.851468655,EA,ESPACIO ABIERTO,CAMELLON,"1071",,,,,,,
367.276983309,EA,ESPACIO ABIERTO,CAMELLON,"1072",,,,,,,
127.537100259,EA,ESPACIO ABIERTO,CAMELLON,"1073",,,,,,,
967.610397358,EA,ESPACIO ABIERTO,CAMELLON,"1074",,,,,,,
215.33260426,EA,ESPACIO ABIERTO,PARQUE,"1075",,,,,,,
51861.7864104,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1076",,,,,,,
1920.16560384,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1077",,,,,,,
9603.18784343,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1078",,,,,,,
4537.61554508,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1079",,,,,,,
6692.61805767,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1080",,,,,,,
1091.82190955,EA,ESPACIO ABIERTO,PARQUE,"1081",,,,,,,
20.7790280006,EA,ESPACIO ABIERTO,PARQUE,"1082",,,,,,,
101.81595266,EA,ESPACIO ABIERTO,PARQUE,"1083",,,,,,,
40.7613522778,EA,ESPACIO ABIERTO,PARQUE,"1084",,,,,,,
694.779942554,EA,ESPACIO ABIERTO,PARQUE,"1085",,,,,,,
105.241881635,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1086",,,,,,,
120.015240374,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1087",,,,,,,
1370.60463237,EA,ESPACIO ABIERTO,PARQUE,"1088",,,,,,,
284.531844343,EA,ESPACIO ABIERTO,CAMELLON,"1089",,,,,,,
121.982709254,EA,ESPACIO ABIERTO,CAMELLON,"1090",,,,,,,
475.393802553,EA,ESPACIO ABIERTO,CAÑADA,"1091",,,,,,,
146.894852159,EA,ESPACIO ABIERTO,CAMELLON,"1092",,,,,,,
718.617709171,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1093",,,,,,,
52.0113804578,EA,ESPACIO ABIERTO,CAMELLON,"1094",,,,,,,
48.4801542143,EA,ESPACIO ABIERTO,CAMELLON,"1095",,,,,,,
157.937987913,EA,ESPACIO ABIERTO,CAMELLON,"1096",,,,,,,
8485.30057314,EA,ESPACIO ABIERTO,PARQUE,"1097",,,,,,,
2586.75729534,EA,ESPACIO ABIERTO,PARQUE,"1098",PARQUE LOS FICUS,"COLONIA REVOLUCION 2º , EMILIANO ZAPATA Y FLORES MAGON",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
10430.6061566,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1099",PARQUE RESPLANDOR,"COLONIA EL OBISPO , FRANCISCO I. MADERO Y ANDADOR CORREGIDORA",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque urbano
1721.1490923,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1100",PARQUE SAN EVARISTO,"COLONIA VILLAS DEL OBISPO , CALLE LANDON  Y SAN EVARISTO",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
853.163508855,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1101",PARQUE SAN EVARISTO,"COLONIA VILLAS DEL OBISPO , CALLE LANDON  Y SAN EVARISTO",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
7632.96856937,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1102",PARQUE SAN PEDRO 400,"COLONIA SAN PEDRO 400, URANIO Y OSMIO",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
2113.70822033,EA,ESPACIO ABIERTO,PARQUE,"1103",PARQUE LA AMISTAD ORIENTE,"COLONIA SAN PEDRO 400, URANIO Y COBALTO",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque lineal
1285.98082551,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1104",ÁREA DEP. MANUEL J. CLOUTHIER (CORREGIDORA-CROMO),"SECTOR NORPONEINTE DE SAN PEDRO , CLOUTHIER / CORREGIDORA Y CROMO",K1,LINEAL,ÁREA PÚBLICA,ABIERTO,parque lineal
96.0680673816,EA,ESPACIO ABIERTO,CAMELLON,"1105",ÁREA DEP. MANUEL J. CLOUTHIER (CORREGIDORA-CROMO),"SECTOR NORPONEINTE DE SAN PEDRO , CLOUTHIER / CORREGIDORA Y CROMO",K1,LINEAL,ÁREA PÚBLICA,ABIERTO,parque lineal
24.1384329027,EA,ESPACIO ABIERTO,CAMELLON,"1106",,,,,,,
2999.62529344,EA,ESPACIO ABIERTO,CAMELLON,"1107",PARQUE LOS GIRASOLES,,K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
471.549564512,EA,ESPACIO ABIERTO,CAMELLON,"1108",,,,,,,
14415.4165336,EA,ESPACIO ABIERTO,PARQUE,"1109",PARQUE VILLITAS DEL OBISPO,"COLONIA VILLITAS DEL OBISPO , FRAY JUAN DE ZUMARRAGA",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
1811.63022724,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1110",PARQUE VILLITAS DEL OBISPO,"COLONIA VILLITAS DEL OBISPO , FRAY JUAN DE ZUMARRAGA",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
4131.17788683,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1111",PARQUE VILLITAS DEL OBISPO,"COLONIA VILLITAS DEL OBISPO , FRAY JUAN DE ZUMARRAGA",K1,PRINCIPAL,ÁREA PÚBLICA,ABIERTO,parque de barrio
788.280671632,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1112",,,,,,,
1591.48910881,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1113",UNIDAD SAN PEDRO,UNIDAD HABITACIONAL SAN PEDRO ZINC Y 20 DE NOVIEMBRE,K1,RECREATIVO,ÁREA PÚBLICA,ABIERTO,parque lineal
7858.97547677,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1114",UNIDAD SAN PEDRO,UNIDAD HABITACIONAL SAN PEDRO ZINC Y 20 DE NOVIEMBRE,K1,RECREATIVO,ÁREA PÚBLICA,ABIERTO,parque lineal
456.402474382,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1115",,,,,,,
785.212128701,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1116",,,,,,,
1165.57398682,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1117",ÁREA DEP. MANUEL J. CLOUTHIER (CORREGIDORA-CROMO),"SECTOR NORPONEINTE DE SAN PEDRO , CLOUTHIER / CORREGIDORA Y CROMO",K1,LINEAL,ÁREA PÚBLICA,ABIERTO,parque lineal
4577.94403273,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1118",,,,,,,
2322.76217228,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1119",,,,,,,
1115.25298685,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1120",,,,,,,
129.987407602,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1121",,,,,,,
1064.20904397,EA,ESPACIO ABIERTO,PARQUE,"1122",,,,,,,
158.470644725,EA,ESPACIO ABIERTO,PARQUE,"1123",,,,,,,
45.7014542539,DP,DERECHO DE PASO,DERECHO DE PASO,"1124",,,,,,,
52.1689490181,DP,DERECHO DE PASO,DERECHO DE PASO,"1125",,,,,,,
51.8263562684,DP,DERECHO DE PASO,DERECHO DE PASO,"1126",,,,,,,
55.6250903461,DP,DERECHO DE PASO,DERECHO DE PASO,"1127",,,,,,,
363.172799896,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1128",,,,,,,
588.396530341,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1129",,,,,,,
104.239650731,EA,ESPACIO ABIERTO,PARQUE,"1130",,,,,,,
269.222501219,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1131",,,,,,,
89.136203879,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1132",,,,,,,
66.6990505377,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1133",,,,,,,
92.0372039127,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1134",,,,,,,
21037.6598596,PEC,AREA PRESERVACION NATURAL,AREA PRESERVACION NATURAL,"1135",,,,,,,
21459.5604115,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1136",,,,,,,
14471.7810286,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1137",,,,,,,
20380.2018106,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1138",,,,,,,
2312.5817789,EA,ESPACIO ABIERTO,PARQUE,"1139",,,,,,,
794.790555243,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1140",,,,,,,
85.7345811708,EA,ESPACIO ABIERTO,PARQUE,"1141",,,,,,,
479.475035872,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1142",,,,,,,
780.05902279,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1143",,,,,,,
1043.86575046,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1144",,,,,,,
634.128773089,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1145",,,,,,,
443.637119063,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1146",,,,,,,
358.500180577,EA,ESPACIO ABIERTO,CAMELLON,"1147",,,,,,,
518.961556696,EA,ESPACIO ABIERTO,CAMELLON,"1148",,,,,,,
448.775139389,EA,ESPACIO ABIERTO,CAMELLON,"1149",,,,,,,
998.739964449,EA,ESPACIO ABIERTO,CAMELLON,"1150",,,,,,,
1096.72487642,EA,ESPACIO ABIERTO,CAMELLON,"1151",,,,,,,
2449.71100656,EA,ESPACIO ABIERTO,PARQUE,"1152",,,,,,,
53.1565643366,S,SERVICIOS,CASETA,"1153",,,,,,,
38.1856051471,EA,ESPACIO ABIERTO,CAMELLON,"1154",,,,,,,
106.851313268,EA,ESPACIO ABIERTO,CAMELLON,"1155",,,,,,,
244.029757432,EA,ESPACIO ABIERTO,CAMELLON,"1156",,,,,,,
394.043907225,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1157",,,,,,,
82816.2395524,PEC,AREA PRESERVACION NATURAL,AREA PRESERVACION PLAN METROPOLITANO 2021,"1158",,,,,,,
884.484190796,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1159",,,,,,,
548.648628394,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1160",,,,,,,
369.62868737,EA,ESPACIO ABIERTO,CAMELLON,"1161",,,,,,,
8375.11875064,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1162",,,,,,,
0,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1163",,,,,,,
0,EA,ESPACIO ABIERTO,ROTONDA,"1164",,,,,,,
2156.35658625,EA,ESPACIO ABIERTO,PARQUE,"1165",,,,,,,
1801.3455998,EU,EQUIPAMIENTO URBANO,ESTACIONAMIENTO Y OFICINAS MUNICIPALES,"1166",,,,,,,
184.810098017,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1167",,,,,,,
1128.68136309,EU,EQUIPAMIENTO URBANO,OFICINAS MUNICIPALES EQUIPAMIENTO OF PUBLICA,"1168",,,,,,,
660.865897557,EU,EQUIPAMIENTO URBANO,OFICINAS MUNICIPALES EQUIPAMIENTO OF PUBLICA,"1169",,,,,,,
1692.51161929,EU,EQUIPAMIENTO URBANO,PALACIO MUNICIPAL EQUIPAMIENTO OF PUBLICA,"1170",,,,,,,
890.828308965,EU,EQUIPAMIENTO URBANO,GIMNASIO JESUS D. GONZALEZ,"1171",,,,,,,
374.091261583,EU,EQUIPAMIENTO URBANO,BIBLIOTECA JOSEFINA MATA SILLERBIBLIOTECA JOSEFIN*,"1172",,,,,,,
567.543558828,EU,EQUIPAMIENTO URBANO,MUSEO CENTENARIO,"1173",,,,,,,
82.6047327857,EU,EQUIPAMIENTO URBANO,MUSEO CENTENARIO,"1174",,,,,,,
6714.1483477,EU,EQUIPAMIENTO URBANO,PARQUE DE BEISBOL Y JARDIN DE NIÑOS,"1175",,,,,,,
6635.89197051,EU,EQUIPAMIENTO URBANO,SECUNDARIA IGLESIA,"1176",,,,,,,
7069.1065792,EU,EQUIPAMIENTO URBANO,SECUNDARIA,"1177",,,,,,,
6712.4178541,IF,INFRAESTRUCTURA,TANQUE DE AGUATANQUE DE AGUA Y DRENAJE Y AREA VER*,"1178",,,,,,,
12925.4371447,EU,EQUIPAMIENTO URBANO,PANTEON MUNICIPAL,"1179",,,,,,,
216.355897573,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1180",,,,,,,
137.534383026,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1181",,,,,,,
140.293817935,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1182",,,,,,,
1804.88547669,S,SERVICIOS,BODEGAS,"1183",,,,,,,
5957.96154043,EU,EQUIPAMIENTO URBANO,ESC. MIGUEL HIDALGO Y UNIDAD DE SERV. DE APOYO,"1184",,,,,,,
3875.85179109,EU,EQUIPAMIENTO URBANO,DIF MUNICIPAL,"1185",,,,,,,
25018.7251523,EU,EQUIPAMIENTO URBANO,CETIS 66,"1186",,,,,,,
91.7021242123,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1187",,,,,,,
99.3899161027,EU,EQUIPAMIENTO URBANO,EQUIPAMIENTO,"1188",,,,,,,
6366.02161759,EU,EQUIPAMIENTO URBANO,ESC. JOSE S. VIVANCO,"1189",,,,,,,
3164.73533999,EU,EQUIPAMIENTO URBANO,ARCHIVO MUNICIPAL,"1190",,,,,,,
187.853562525,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1191",,,,,,,
3176.11276105,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1192",,,,,,,
1330.8309972,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1193",,,,,,,
4678.43650793,EU,EQUIPAMIENTO URBANO,INSTITUTO MANO AMIGA,"1194",,,,,,,
845.339887707,EU,EQUIPAMIENTO URBANO,INSTITUTO MANO AMIGA,"1195",,,,,,,
9002.07610453,EU,EQUIPAMIENTO URBANO,PARROQUIA DE NUESTRA SEÑORA DE LOS ANGELES,"1196",,,,,,,
148.424334846,IF,INFRAESTRUCTURA,TANQUE DE AGUA,"1197",,,,,,,
1096.52096838,IF,INFRAESTRUCTURA,TANQUE DE AGUA,"1198",,,,,,,
9434.98417159,EU,EQUIPAMIENTO URBANO,SEC. TECNICA 4 MANUEL GONZALEZ RANGEL,"1199",,,,,,,
1218.52360122,EU,EQUIPAMIENTO URBANO,OFICINAS MUNICIAPLES Y ESTACIONAMIENTO,"1200",,,,,,,
2145.15544473,EU,EQUIPAMIENTO URBANO,PALACIO DE JUSTICIA SERVICIO OF PUB,"1201",,,,,,,
2170.06579913,EU,EQUIPAMIENTO URBANO,ESTACIONAMIENTO Y OFICINAS MUNICIPALES,"1202",,,,,,,
2431.58848759,EU,EQUIPAMIENTO URBANO,POLICIA Y TRANSITO,"1203",,,,,,,
2152.10625564,EU,EQUIPAMIENTO URBANO,C4 POLICIA,"1204",,,,,,,
35027.7058099,EU,EQUIPAMIENTO URBANO,AUDITORIO SAN PEDRO,"1205",,,,,,,
2914.00023523,EU,EQUIPAMIENTO URBANO,ESC. LIC. BENITO FLORES FORD 44,"1206",,,,,,,
1902.61666423,EP,EQUIPAMIENTO PRIVADO,INSTITUTO NUEVO AMANECER,"1207",,,,,,,
11698.2923512,EU,EQUIPAMIENTO URBANO,PANTEÓN VALLE DE LA PAZ,"1208",,,,,,,
1493.14636712,IF,INFRAESTRUCTURA,INFRAESTRUCTURA AGUA,"1209",,,,,,,
332.76215584,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1210",,,,,,,
348.586576742,EU,EQUIPAMIENTO URBANO,"CENTRO COMUNITARIO, GUARDERIA  Y DIF","1211",,,,,,,
1458.26409423,EU,EQUIPAMIENTO URBANO,IGLESIA,"1212",,,,,,,
110.378007203,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1213",,,,,,,
125.329435086,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1214",,,,,,,
113.58416488,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1215",,,,,,,
234.105106215,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1216",,,,,,,
105.903011572,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1217",,,,,,,
220.326132322,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1218",,,,,,,
186.207526106,EA,ESPACIO ABIERTO,ESPACIO ABIERTO,"1219",,,,,,,
101.704369957,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1220",,,,,,,
96.0412028251,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1221",,,,,,,
110.805320404,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1222",,,,,,,
220.302846836,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1223",,,,,,,
139.996534133,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1224",,,,,,,
70.6543302508,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1225",,,,,,,
189.076922092,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1226",,,,,,,
136.702014016,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1227",,,,,,,
141.334460166,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1228",,,,,,,
107.827678962,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1229",,,,,,,
140.193448433,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1230",,,,,,,
140.489772251,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1231",,,,,,,
155.791304902,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1232",,,,,,,
110.861380449,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1233",,,,,,,
128.884217505,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1234",,,,,,,
91.9877946044,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1235",,,,,,,
119.06759995,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1236",,,,,,,
108.507128109,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1237",,,,,,,
129.382266902,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1238",,,,,,,
227.051695076,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1239",,,,,,,
40.2591466642,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1240",,,,,,,
154.131917625,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1241",,,,,,,
164.883959644,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1242",,,,,,,
82.7258436374,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1243",,,,,,,
166.147862204,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1244",,,,,,,
132.413694309,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1245",,,,,,,
137.150219303,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1246",,,,,,,
163.810734477,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1247",,,,,,,
149.332068074,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1248",,,,,,,
167.300332551,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1249",,,,,,,
173.644853098,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1250",,,,,,,
187.605792324,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1251",,,,,,,
150.957663921,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1252",,,,,,,
168.196274995,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1253",,,,,,,
159.831471791,HU,HABITACIONAL UNIFAMILIAR,HABITACIONAL UNIFAMILIAR,"1254",,,,,,,
64.1554850261,C,COMERCIO,LOCALES COMERCIALES,"1255",,,,,,,
789.548931969,EU,EQUIPAMIENTO URBANO,CARITAS DE MONTERREY,"1256",,,,,,,
7460.67157825,EU,EQUIPAMIENTO URBANO,PRIM. JESUS M. MONTEMAYOR Y OFICINAS REGIONALES,"1257",,,,,,,
1484.22216207,HM,HABITACIONAL MULTIFAMILIAR,HABITACIONAL MULTIFAMILIAR,"1258",,,,,,,
351.378877912,S,SERVICIOS,OFICINAS PRIVADAS,"1259",,,,,,,
